"","subject.id","activity.name","activity.index","mean.t.body.acc.mean.x","mean.t.body.acc.mean.y","mean.t.body.acc.mean.z","mean.t.gravity.acc.mean.x","mean.t.gravity.acc.mean.y","mean.t.gravity.acc.mean.z","mean.t.body.acc.jerk.mean.x","mean.t.body.acc.jerk.mean.y","mean.t.body.acc.jerk.mean.z","mean.t.body.gyro.mean.x","mean.t.body.gyro.mean.y","mean.t.body.gyro.mean.z","mean.t.body.gyro.jerk.mean.x","mean.t.body.gyro.jerk.mean.y","mean.t.body.gyro.jerk.mean.z","mean.t.body.acc.mag.mean","mean.t.gravity.acc.mag.mean","mean.t.body.acc.jerk.mag.mean","mean.t.body.gyro.mag.mean","mean.t.body.gyro.jerk.mag.mean","mean.f.body.acc.mean.x","mean.f.body.acc.mean.y","mean.f.body.acc.mean.z","mean.f.body.acc.jerk.mean.x","mean.f.body.acc.jerk.mean.y","mean.f.body.acc.jerk.mean.z","mean.f.body.gyro.mean.x","mean.f.body.gyro.mean.y","mean.f.body.gyro.mean.z","mean.f.body.acc.mag.mean","mean.f.body.acc.jerk.mag.mean","mean.f.body.gyro.mag.mean","mean.f.body.gyro.jerk.mag.mean","mean.t.body.acc.std.x","mean.t.body.acc.std.y","mean.t.body.acc.std.z","mean.t.gravity.acc.std.x","mean.t.gravity.acc.std.y","mean.t.gravity.acc.std.z","mean.t.body.acc.jerk.std.x","mean.t.body.acc.jerk.std.y","mean.t.body.acc.jerk.std.z","mean.t.body.gyro.std.x","mean.t.body.gyro.std.y","mean.t.body.gyro.std.z","mean.t.body.gyro.jerk.std.x","mean.t.body.gyro.jerk.std.y","mean.t.body.gyro.jerk.std.z","mean.t.body.acc.mag.std","mean.t.gravity.acc.mag.std","mean.t.body.acc.jerk.mag.std","mean.t.body.gyro.mag.std","mean.t.body.gyro.jerk.mag.std","mean.f.body.acc.std.x","mean.f.body.acc.std.y","mean.f.body.acc.std.z","mean.f.body.acc.jerk.std.x","mean.f.body.acc.jerk.std.y","mean.f.body.acc.jerk.std.z","mean.f.body.gyro.std.x","mean.f.body.gyro.std.y","mean.f.body.gyro.std.z","mean.f.body.acc.mag.std","mean.f.body.acc.jerk.mag.std","mean.f.body.gyro.mag.std","mean.f.body.gyro.jerk.mag.std"
"1",1,"WALKING",1,0.276984355064935,-0.017847811915974,-0.108984356863636,0.926715758506494,-0.306853865779221,-0.00955112948051948,0.0693547485262987,0.0244321897318182,0.000453417532467531,-0.0461199004111688,-0.061372792598052,0.0841359985707792,-0.0868888555662338,-0.045201555125974,-0.0481855800519481,-0.19575525846039,-0.19575525846039,-0.195063389201299,-0.270386064746753,-0.394179575214286,-0.25767727662987,0.0469501636272727,-0.378394720844156,-0.221910816118247,-0.051905881342474,-0.501930988376623,-0.373773749064935,-0.276118176501948,-0.309852752402597,-0.203586389985714,-0.100007401423766,-0.326237520283766,-0.420428731941558,-0.337339299090909,0.0406911886077922,-0.32333016025974,-0.975109187792208,-0.971616637922078,-0.957048275909091,-0.176414152766234,0.0349721144948052,-0.534648146948052,-0.507255430194805,-0.239977301445779,-0.396684262142857,-0.277198157545455,-0.430771391168831,-0.416222960779221,-0.297406021590909,-0.297406021590909,-0.108829379080779,-0.327215062922078,-0.414389314448052,-0.372202792207792,-0.0302607846469481,-0.346937324883117,-0.20282596325974,0.0599717029832468,-0.565816688051948,-0.550161443571429,-0.224889905064286,-0.483798396623377,-0.466638332727273,-0.126709120017532,-0.447743397142857,-0.449223054220779
"2",3,"WALKING",1,0.277100285677966,-0.0159885622748305,-0.112028184415254,0.950486211186441,-0.172427545372881,-0.00291872443220339,0.0798872933265254,0.00644739042542373,-0.00315401885847458,-0.0287715717234746,-0.0752585348177966,0.080951537590678,-0.105450870725424,-0.0390722026677966,-0.0527794449265254,-0.283856557457627,-0.283856557457627,-0.324089772881356,-0.48236791358983,-0.624695634152542,-0.372599827610169,-0.115928129283051,-0.523542581101695,-0.332248156677966,-0.211209336652542,-0.623385225,-0.405068870677966,-0.626068871101695,-0.511306681016949,-0.37178053,-0.253793310542373,-0.589855678567797,-0.667027463644068,-0.401275325338983,-0.0744459321042373,-0.48851749220339,-0.980850355847458,-0.965206952118644,-0.957622125677966,-0.283101492347458,-0.134556792725424,-0.642319302542373,-0.535791813813559,-0.615454700508475,-0.571227842627119,-0.440033874576271,-0.724680502542373,-0.589438683305085,-0.42974258059322,-0.42974258059322,-0.229917677702542,-0.557242256779661,-0.65013841220339,-0.413831771949153,-0.112726739745847,-0.510049246016949,-0.296967534466102,-0.109488725899237,-0.659883334830508,-0.57826987279661,-0.612500078559322,-0.632622873050847,-0.555423698135593,-0.20710963985983,-0.612962229152542,-0.655196028220339
"3",5,"WALKING",1,0.277300495752212,-0.0172990932750619,-0.109091710451327,0.962427648230088,-0.0736706229061947,-0.0503118436042478,0.0797845609247788,0.00103201355035398,0.00146202487849558,-0.0594233011074336,-0.0680743520548673,0.0971061229522124,-0.085957342360177,-0.0444670689530973,-0.0528499217157522,-0.128890067752619,-0.128890067752619,-0.240650777619469,-0.318632011017699,-0.472550533539823,-0.283564987,-0.104891557761947,-0.376129062115044,-0.319120434282301,-0.248730089057876,-0.49642277300885,-0.371716476460177,-0.472146467256637,-0.216755684682301,-0.300982233699115,-0.277963308172566,-0.492634665752212,-0.56945806380531,-0.264560517141593,-0.0500493153619469,-0.270374820433274,-0.978923603185841,-0.966013021238938,-0.960504863362832,-0.248073616530973,-0.160831168762832,-0.513988857433628,-0.478406963362832,-0.478957862654867,-0.28519045640708,-0.434252359858407,-0.557100317345133,-0.297457880469912,-0.369275288761062,-0.369275288761062,-0.281538324716814,-0.486067339734513,-0.538166121504425,-0.258530518115044,-0.0828117216486726,-0.274039605346726,-0.243471487476637,-0.122630007645133,-0.530113199292035,-0.513664001504425,-0.487837449646018,-0.376033072831858,-0.510409305486726,-0.292416043274336,-0.573317859380531,-0.533387456725664
"4",6,"WALKING",1,0.281487826515152,-0.0170563006296212,-0.108525188969697,0.96186069469697,-0.149790524348485,0.0256909749545455,0.0749898472219697,-0.00375130650166667,-0.0115314213227273,-0.0314039655897727,-0.0694259679904015,0.0934480417950758,-0.097395868205303,-0.0411723452083333,-0.0596835618045455,-0.146834923694697,-0.146834923694697,-0.173530575612189,-0.251703123704545,-0.412938674310606,-0.151420485651515,0.0441919335219697,-0.424903647651515,-0.144191063968939,-0.0700649033619697,-0.478825881893939,-0.299487125760606,-0.376441639393939,-0.16733669014697,-0.177790840809091,-0.0484448738492424,-0.393590687515152,-0.473050596098485,-0.231520957416667,0.0149243062333333,-0.421447535909091,-0.977616223787879,-0.966764079924242,-0.953447405757576,-0.106685580533333,-0.00875518890484848,-0.51828742280303,-0.461712284318182,-0.340002060227273,-0.266115143439394,-0.313765917439394,-0.493524124621212,-0.281862881040152,-0.247885939860606,-0.247885939860606,-0.0466054895416667,-0.395384945878788,-0.465715734712121,-0.266628854871212,-0.0678411536603788,-0.467855061287879,-0.148007932310606,-0.00937912008257576,-0.556439280681818,-0.515270990681818,-0.325519226545455,-0.372172427348485,-0.408512742045455,-0.0517142337543182,-0.506221233560606,-0.494155527117424
"5",7,"WALKING",1,0.275014106326531,-0.0179400036393878,-0.109065500663265,0.934141905510204,-0.176708398877551,-0.149480294058153,0.0710686857326531,0.0205833852316327,-0.00405351970816326,-0.0234342999320408,-0.0679045223353061,0.0710689270792857,-0.104551071749245,-0.0427557796086735,-0.0472624999092857,-0.0999071055326531,-0.0999071055326531,-0.164086331157143,-0.307049645612245,-0.333675097734694,-0.258420499903061,-0.0457045618840816,-0.137101029373775,-0.278886858173469,-0.126265121255816,-0.254294114192653,-0.335512473428571,-0.201083058407143,-0.379548556122449,-0.144953882206122,-0.0366104978308163,-0.242970313547653,-0.23519555588949,-0.271080001110204,-0.0592817336122449,-0.0448009298020408,-0.977168202653061,-0.967401508265306,-0.94964559255102,-0.221813530132653,-0.0541290294468367,-0.284239767966122,-0.513025970918367,-0.247597382438776,-0.422446918979592,-0.255263584991837,-0.247661976021429,-0.483823121530612,-0.213763089071429,-0.213763089071429,-0.0296242498959184,-0.248877232739796,-0.195402584103061,-0.277895693282653,-0.127336249214286,-0.0702404831858163,-0.232549147377551,-0.038914335942449,-0.312646786783673,-0.570825221428572,-0.286520582173469,-0.491821736836735,-0.37906238622449,-0.0275268210897959,-0.386318064918367,-0.202337522054082
"6",8,"WALKING",1,0.275943478045977,-0.0184467070596552,-0.109220385068966,0.91520525137931,-0.25267012908046,-0.132612062277897,0.074400468598046,-0.00283442250804598,0.000572288443793102,0.00422964317494253,-0.0900678504712644,0.065268029815977,-0.115783810302299,-0.0335290318218391,-0.0589702501195402,-0.0279113884609195,-0.0279113884609195,-0.0886612210583908,-0.0930781438351724,-0.333652212758621,-0.276926516781609,0.251962799029885,-0.266362890965517,-0.287422384903448,0.0579485870413793,-0.374491479275862,-0.102675947971264,-0.294639991712644,-0.19446991454023,-0.144839434594253,-0.121219736113793,-0.297592055287356,-0.451587733022988,-0.24626471538046,0.313568918609195,-0.213440566103448,-0.975134647931034,-0.958514509885057,-0.958066603218391,-0.225316674044828,0.188965381367816,-0.403443350586207,-0.245318376724138,-0.273916513103448,-0.211640708431034,-0.201324524977012,-0.44675135745977,-0.340580053057471,-0.218347127526437,-0.218347127526437,-0.142690127959425,-0.247414197241379,-0.45834483408046,-0.237042430749425,0.260684198908046,-0.248820752075862,-0.231246852651724,0.249840382385057,-0.431957458885057,-0.293751608195402,-0.268445131402299,-0.293598676908046,-0.385569358965517,-0.182249452163793,-0.346356867574713,-0.50808592737931
"7",11,"WALKING",1,0.272827879652174,-0.0172099109289565,-0.105181805252174,0.935461674434783,-0.232630114347826,0.0391042135826087,0.0799427912791304,0.0203191418286957,-0.00165356298260869,-0.04135234333,-0.066060805050087,0.0892914394208218,-0.094169064426087,-0.047502055193913,-0.0420568151537391,-0.288121193217391,-0.288121193217391,-0.391102066086957,-0.460110287130435,-0.633534259652174,-0.384331295043478,-0.16123281706313,-0.554738700608696,-0.434532969652174,-0.300288527086957,-0.648063341565217,-0.560975282434783,-0.582292460434783,-0.466398592782609,-0.441895537391304,-0.404330139043478,-0.615145158086956,-0.731794316608696,-0.400034708086957,-0.13732905584,-0.480821250347826,-0.982031037217391,-0.970657787478261,-0.966516555565217,-0.39907523,-0.24897935073913,-0.678129368173913,-0.648983447478261,-0.498070071043478,-0.471790238434783,-0.559398866608696,-0.717021528782609,-0.60570654826087,-0.474398443913043,-0.474398443913043,-0.413989398521739,-0.582782341913043,-0.74048481026087,-0.406611430782609,-0.179714147684348,-0.482563118869565,-0.41598466,-0.243263105341739,-0.707031586695652,-0.67756820626087,-0.457182651478261,-0.522831921043478,-0.575255954086957,-0.430597889913043,-0.633424669913043,-0.771545560086957
"8",14,"WALKING",1,0.272251568,-0.0215103032018182,-0.109901264645455,0.847942629272727,-0.304683764727273,-0.242898743218182,0.0776679521579091,0.00316986945181818,0.0136539918363636,-0.0127186185385455,-0.078858968984,0.0669995424854545,-0.0908788026975182,-0.0473837871872727,-0.04632153485,-0.0591850847770545,-0.0591850847770545,-0.222272987219091,-0.0417755683254545,-0.369212397027273,-0.294418273277273,0.0934114059181818,-0.221341150504545,-0.317671412209091,-0.128859980572727,-0.383488816909091,-0.31620021417,-0.101418705418818,-0.164692155180909,-0.20197903459,-0.206209284824909,-0.191128500774727,-0.400634648549273,-0.3125562653,0.198320134443273,-0.0782207540897273,-0.972735334181818,-0.957955207,-0.950453396727273,-0.285802011769091,-0.0714198089181818,-0.433323345727273,-0.430026149436364,0.0318356671231818,-0.1444775368,-0.424076677245455,-0.347025300218182,-0.371939402578182,-0.267890745709091,-0.267890745709091,-0.226092391219091,-0.125079683353636,-0.394574245538182,-0.321272791109091,0.174166041546364,-0.0777047314099091,-0.316701476023636,-0.0711069958996364,-0.481969960181818,-0.467739549327273,0.0946123029991818,-0.219514195327273,-0.426168588909091,-0.257604099165091,-0.233377187081818,-0.431415873610909
"9",15,"WALKING",1,0.275638680638298,-0.019677908428617,-0.109295464989362,0.956037796808511,-0.180205219414894,-0.0154076298085106,0.0784168050840426,0.0107279515989362,-0.00118346492788298,-0.0555668163955319,-0.0622522083353191,0.0890367269842553,-0.0756359161414894,-0.0561436319402128,-0.0613013106946808,-0.232428887031915,-0.232428887031915,-0.35288305212766,-0.317972063723404,-0.535018811382979,-0.388294984148936,-0.0239264449405319,-0.464343473617021,-0.438969407234043,-0.188735675170213,-0.572783919787234,-0.354669394106383,-0.51920698106383,-0.435310821276596,-0.341639175120745,-0.346799505851064,-0.518014671170213,-0.62278970787234,-0.384890550212766,0.0138891529024468,-0.419494126808511,-0.980558205,-0.967790759574468,-0.959587175957447,-0.420313680319149,-0.146552713977553,-0.603523827446809,-0.442897278510638,-0.45592467212766,-0.448806712340426,-0.381516409680851,-0.630504554680851,-0.582095895744681,-0.388453669042553,-0.388453669042553,-0.353792349351064,-0.493686671425532,-0.614285702659574,-0.384020093085106,-0.0312838676292553,-0.44074817287234,-0.453453286276596,-0.158936858595319,-0.633479324361702,-0.473321308085106,-0.427377934702128,-0.505129450744681,-0.511954225,-0.368499374723404,-0.567996252446809,-0.63071698712766
"10",16,"WALKING",1,0.275690005362319,-0.0206101690943478,-0.108715599333333,0.933369196956522,-0.0837260242173913,-0.198835493768116,0.0818865146695652,0.00970541721594203,-0.00498989186956522,-0.0247624585744928,-0.0699087696637681,0.0868510383623188,-0.0922892357115942,-0.0410979570565217,-0.0580612734608696,-0.272748214057971,-0.272748214057971,-0.374206273333333,-0.455525744927536,-0.620081066086957,-0.42517017173913,-0.288715159275362,-0.271908683768116,-0.462484232318841,-0.42761449,-0.434688701014493,-0.549113448115942,-0.573108239565217,-0.417115545507246,-0.418635896376812,-0.385810777101449,-0.621069459565217,-0.669552153768116,-0.427155963913043,-0.272271525608696,-0.195542385536232,-0.982443635797101,-0.970395936086957,-0.96244146115942,-0.420749900144928,-0.393921805072464,-0.453179899275362,-0.62615648057971,-0.570546533768116,-0.372490299710145,-0.614437175072464,-0.649460244057971,-0.561300726956522,-0.477373483043478,-0.477373483043478,-0.40333210884058,-0.626226596666667,-0.663915019130435,-0.428396682028986,-0.309886768550725,-0.217741835289855,-0.428791988985507,-0.398893012318841,-0.470012484782609,-0.651621973188406,-0.572854317681159,-0.416688504927536,-0.595102042318841,-0.430985179855072,-0.697779038550725,-0.680770857391304
"11",1,"WALKING_UPSTAIRS",2,0.25151860880198,-0.0227455281666337,-0.123541319683168,0.844574695643564,-0.387845970792079,-0.132663279938614,0.0885781417410891,0.00561090353386139,-0.0146505524386139,-0.00089171800990099,-0.102448016506931,0.0633391214168317,-0.103533218920792,-0.0422706236485149,-0.0425200119640594,-0.119184683623762,-0.119184683623762,-0.397481092871287,-0.170923098716832,-0.584395850495049,-0.338927320366337,-0.0954989324723762,-0.36094682720495,-0.37473347650495,-0.306227578833663,-0.608129582178218,-0.416111981366337,-0.399606814158416,-0.356173328178218,-0.253982920292079,-0.322347516646535,-0.385201407049505,-0.618570070990099,-0.330788047920792,0.0501221325623762,-0.0635070166089109,-0.945930930594059,-0.93902818950495,-0.896042608712871,-0.365708679217822,-0.286729647352475,-0.643458238217822,-0.49467638980198,-0.219452924937624,-0.344076611590099,-0.543531627524752,-0.62250997019802,-0.540398042079208,-0.268419380437624,-0.268419380437624,-0.354665810989109,-0.257409583186139,-0.624191226435644,-0.329422276138614,0.0517627471485149,0.000173648650495049,-0.416049639207921,-0.316086965346535,-0.678064334158416,-0.523341847524752,-0.138978668069307,-0.403643506445545,-0.392720208712871,-0.403490262576238,-0.304475363940594,-0.659660271089109
"12",3,"WALKING_UPSTAIRS",2,0.265531177846847,-0.0322092600006667,-0.112011158827027,0.912920874594595,-0.312624521711712,-0.0471800123333333,0.048969835572973,0.0320781032455856,0.0126608892783784,0.0568249987342342,-0.114292807993694,0.0509872234045045,-0.122988029798198,-0.0395751686666667,-0.0603265559873874,-0.169815166158559,-0.169815166158559,-0.420046177117117,-0.325049694873874,-0.672033316666667,-0.346321067891892,-0.0967516389351351,-0.513939412252252,-0.450265457027027,-0.290346396733784,-0.68330737018018,-0.374868214720721,-0.659319346576577,-0.39368033027027,-0.29757679818018,-0.405652791261261,-0.543061037747748,-0.728060799189189,-0.262439649108108,-0.0250614283607207,-0.370871045765766,-0.950812257567568,-0.916173732162162,-0.914224526126126,-0.42188189027027,-0.265670149773874,-0.716957722702703,-0.455285862513513,-0.567959256846847,-0.430716085495496,-0.519636473153153,-0.806200518918919,-0.565377525405405,-0.276638631936937,-0.276638631936937,-0.438196502342342,-0.456711419171171,-0.735474938558559,-0.232810304574324,-0.0517922868162162,-0.348132854684685,-0.444432418738739,-0.289897310774775,-0.749980171801802,-0.48422495990991,-0.525023183783784,-0.497121657387387,-0.379134905405405,-0.488439598828829,-0.495452135526126,-0.765413205945946
"13",5,"WALKING_UPSTAIRS",2,0.265385233291667,-0.0258829504073021,-0.11653009925,0.9193788265625,-0.14949213634375,-0.147135934249687,0.0742780101895833,0.00750679889166667,-0.0086188746784375,-0.06434368790625,-0.0784361634545833,0.095144978353125,-0.10497264860875,-0.0428668507348958,-0.0382501578072917,-0.111755312360937,-0.111755312360937,-0.346048675885417,-0.157834840403125,-0.575240952291667,-0.25399867353125,-0.17104450278125,-0.420332630802083,-0.347055102916667,-0.40694659678125,-0.611009173541667,-0.289302598527083,-0.507702355625,-0.235707295526042,-0.273197070572917,-0.343717129697917,-0.4634706765625,-0.654447786875,-0.206872834013542,-0.0636671707458333,-0.280608355172917,-0.95399013375,-0.900922912395833,-0.907460449166667,-0.2807544699375,-0.360390149989583,-0.642925506354167,-0.392624387875,-0.420191126770833,-0.200488127384167,-0.486532101010417,-0.6710132315625,-0.47354012134375,-0.271223852677083,-0.271223852677083,-0.379245335,-0.391004981354167,-0.655305735416667,-0.191079878490625,-0.071121285515625,-0.266198662320833,-0.277438396958333,-0.352762053039583,-0.673422203020833,-0.430197028625,-0.377223770510417,-0.270728536216667,-0.384675668604167,-0.432883704375,-0.448813983072917,-0.682375977916667
"14",6,"WALKING_UPSTAIRS",2,0.267698206326531,-0.0210764039740816,-0.120211062828571,0.922374618469388,-0.204449115918367,0.00130484164364286,0.0686422650663265,0.0147047170438776,-0.0258587027061225,-0.00476095019285714,-0.0727900934854082,0.076755257065102,-0.109329737275816,-0.0416768914678571,-0.0475232899491837,-0.00353464811989796,-0.00353464811989796,-0.2335934465,-0.0461621058316327,-0.429494115142857,-0.135072971142857,0.0321606567704082,-0.366799533326531,-0.223903310303061,-0.163220354631633,-0.551192722142857,-0.164683439907143,-0.284670562378571,-0.150173500194898,-0.12267429423102,-0.16204365190102,-0.247290277132653,-0.527025040229592,-0.103588840820612,0.0958377221234694,-0.21940404527551,-0.959311490612245,-0.924477423061224,-0.886317024081633,-0.183619461326531,-0.106817526727449,-0.583222731326531,-0.315528481507143,-0.144598867746939,-0.249416815136735,-0.302118582970408,-0.543150672346939,-0.320174080638163,-0.142642414950776,-0.142642414950776,-0.196846610365306,-0.158250253842041,-0.525539521602041,-0.0934674196194898,0.0580487200242857,-0.206822606187755,-0.215966223125918,-0.106096492419388,-0.615422409897959,-0.366773782377551,-0.0808465840306122,-0.354995308469388,-0.288957114765306,-0.252853407622857,-0.245657441579592,-0.559219184591837
"15",7,"WALKING_UPSTAIRS",2,0.260956414436893,-0.0269548390902913,-0.125377865,0.879139720097087,-0.250135890194175,-0.23530684523301,0.0726674846446602,-0.00388319497184466,0.0045404286368932,-0.115729134356311,-0.0219892049187379,0.114269795992233,-0.0654193257737864,-0.0408100154912621,-0.0688496024941748,-0.213780199484466,-0.213780199484466,-0.44545495631068,-0.278206406961165,-0.66853407038835,-0.328752066601942,-0.273930832162136,-0.440332574271845,-0.419911817475728,-0.434086348543689,-0.635362563495146,-0.405331006990291,-0.586494388640777,-0.407105556213592,-0.333881928252427,-0.387183860873786,-0.564299233300971,-0.694028991941748,-0.292488152398058,-0.213909812240777,-0.292594004248544,-0.94666779407767,-0.940584090776699,-0.910147309902913,-0.387236616116505,-0.414600824417476,-0.664113792135922,-0.446046587174757,-0.547730362815534,-0.349300409145631,-0.583081586601942,-0.716656335728155,-0.643930310485437,-0.31005694038835,-0.31005694038835,-0.399860248640777,-0.472437949624272,-0.695096900388349,-0.279395352398058,-0.234577012325243,-0.273181799335922,-0.408611055825243,-0.434096390854369,-0.691590995728155,-0.465481156669903,-0.531475258834951,-0.394594027504854,-0.405198924757282,-0.421270843592233,-0.505294593058252,-0.718751836019417
"16",8,"WALKING_UPSTAIRS",2,0.25849273865625,-0.0279537443282292,-0.121220901479167,0.853072965729167,-0.329190091145833,-0.201015414250625,0.0744279196877083,0.00529728030104167,-0.043369674115625,0.00307006864270833,-0.0850243520677083,0.0359035132635417,-0.104476740729167,-0.0378800875854167,-0.06071736570625,-0.00626407081979167,-0.00626407081979167,-0.321789105438542,-0.06479890693125,-0.533180147916667,-0.290189522717708,0.0760373039895833,-0.2630638089125,-0.375552444539583,-0.222420786152083,-0.526929081666667,-0.378821944260417,-0.330305559196875,-0.0754031287604167,-0.266193743032292,-0.299858058603125,-0.376201052572917,-0.573739204583333,-0.243081791875,0.208806360615625,-0.0726864876489583,-0.937998827395833,-0.9258889384375,-0.895706629583333,-0.358898743708333,-0.190517925022917,-0.569780362947917,-0.466908654645833,-0.25969886314375,0.0228052544677083,-0.534530890520833,-0.570271124791667,-0.499410959270833,-0.283998850447917,-0.283998850447917,-0.356016428541667,-0.284829877260417,-0.594373722604167,-0.22730370496875,0.1961206134375,-0.0487698812684375,-0.4003060219375,-0.212920735502083,-0.6119390503125,-0.497586291166667,-0.229152807620833,-0.0437245586916667,-0.409158336666667,-0.443332510322917,-0.348007766171875,-0.653952577083333
